Threshold,precision_0,recall_0,f-score_0,Precision,Recall,F1.Score,accuracy,MCC,Algorithm
0.58,0.95710938,0.982367463,0.969567052,0.856814788,0.703235497,0.772077354,0.946307159,0.746865879,GRU
0.59,0.956739121,0.982784781,0.969579105,0.859460253,0.70042352,0.771383139,0.946307159,0.746577343,GRU
0.6,0.95636649,0.983097825,0.969538721,0.861334455,0.697606619,0.770344696,0.94621625,0.745863405,GRU
0.61,0.95638933,0.983619419,0.969804052,0.865057419,0.697606619,0.771823865,0.946670465,0.74785286,GRU
0.62,0.956398569,0.98382797,0.969910101,0.866552371,0.697606619,0.772416077,0.946852118,0.748650896,GRU
0.63,0.956398569,0.98382797,0.969910101,0.866552371,0.697606619,0.772416077,0.946852118,0.748650896,GRU
0.64,0.95630223,0.98382797,0.969860264,0.866467423,0.696902393,0.771931615,0.946761291,0.748174326,GRU
0.65,0.95631119,0.984036738,0.969966927,0.867830768,0.696902393,0.772504972,0.946943027,0.748924944,GRU
0.66,0.95611573,0.984036738,0.969866868,0.867590539,0.695493943,0.771568761,0.946761209,0.747961772,GRU
0.67,0.956028786,0.984245397,0.969922864,0.869069374,0.694789717,0.771682158,0.946851953,0.748306213,GRU
0.68,0.955941502,0.984454057,0.969979685,0.870337502,0.694085492,0.771769103,0.946942862,0.748576584,GRU
0.69,0.955849709,0.984558332,0.969983011,0.870952989,0.693381267,0.771571583,0.946942779,0.748481166,GRU
0.7,0.955669756,0.984871376,0.970041912,0.873110757,0.691972816,0.771523005,0.947033688,0.748762647,GRU
0.71,0.955587813,0.985184419,0.97015106,0.875345535,0.691268591,0.771928667,0.947215424,0.749507416,GRU
0.72,0.955509316,0.985601738,0.970313557,0.878195956,0.690564365,0.772627465,0.947487986,0.750609267,GRU
0.73,0.955324707,0.985810506,0.970319738,0.879525622,0.689160839,0.772271933,0.947488069,0.750464622,GRU
0.74,0.955238406,0.986019275,0.970375775,0.881054962,0.688456614,0.772382813,0.947578978,0.750823494,GRU
0.75,0.955045724,0.986019275,0.970276205,0.880858775,0.687048163,0.771407722,0.947397325,0.749859812,GRU
0.76,0.954570911,0.986227825,0.970132409,0.881952329,0.683536886,0.769620827,0.94712468,0.748300142,GRU
0.77,0.954575124,0.9863321,0.97018525,0.882722733,0.683536886,0.769927855,0.947215507,0.748710127,GRU
0.78,0.954400473,0.986749528,0.970297858,0.885502224,0.682128435,0.770136488,0.947397077,0.749337554,GRU
0.79,0.954309031,0.986853912,0.970301068,0.886184138,0.68142421,0.769945107,0.947397077,0.7492648,GRU
0.8,0.95412533,0.987062681,0.970307566,0.887484364,0.680015759,0.769563623,0.947397077,0.749099984,GRU
0.81,0.953761704,0.987584384,0.970372913,0.890935411,0.677208707,0.769141007,0.947487986,0.749220827,GRU
0.82,0.95348738,0.987897209,0.970381947,0.893104857,0.675096031,0.768583501,0.947487821,0.749045625,GRU
0.83,0.953027361,0.988314637,0.970345635,0.895675311,0.671579829,0.767282175,0.947396994,0.748238374,GRU
0.84,0.952362533,0.988419021,0.970051385,0.895655477,0.6666601,0.764064344,0.946851705,0.745207106,GRU
0.85,0.951603911,0.988523405,0.969707456,0.895713194,0.661031222,0.760334208,0.946215754,0.741735269,GRU
0.86,0.951337128,0.988940724,0.969769438,0.898892685,0.658923471,0.760060902,0.946306663,0.742034911,GRU
0.87,0.951251826,0.989149492,0.969825456,0.900500614,0.658219246,0.760164224,0.946397655,0.742414413,GRU
0.88,0.950885753,0.989462536,0.969785328,0.902753666,0.655402344,0.75905948,0.946306911,0.741789288,GRU
0.89,0.950520656,0.98977558,0.96974546,0.904990913,0.652590367,0.757933901,0.946216167,0.741152981,GRU
0.9,0.95006094,0.990088514,0.969655291,0.907430233,0.649069241,0.756320887,0.946034432,0.740121116,GRU
0.91,0.949237072,0.990610108,0.969474304,0.911124196,0.642736137,0.753135181,0.945671125,0.73792533,GRU
0.92,0.948417401,0.991236087,0.969345684,0.915687573,0.636412883,0.750281062,0.945398563,0.73618322,GRU
0.93,0.947288617,0.991444746,0.96885656,0.916612005,0.627967103,0.744741496,0.94449005,0.731272874,GRU
0.94,0.94636858,0.991862174,0.968573627,0.919597757,0.620934699,0.740674596,0.943945009,0.728197119,GRU
0.95,0.944804354,0.992383768,0.968000244,0.92294524,0.608977642,0.732985741,0.94285476,0.722039871,GRU
0.96,0.943154759,0.99311413,0.96748158,0.928385876,0.59631636,0.725447251,0.941855256,0.716418266,GRU
0.97,0.940939707,0.993427174,0.966461652,0.929624225,0.579439575,0.713008321,0.939947486,0.705810113,GRU
0.98,0.938120516,0.994366304,0.965415799,0.936692817,0.557643061,0.698213566,0.937948559,0.694522987,GRU
0.99,0.932616331,0.995722319,0.963126209,0.946921038,0.514744411,0.665775926,0.933587317,0.669508704,GRU
0.01,0.975848992,0.908802119,0.939326092,0.619383035,0.84532158,0.704146474,0.900594501,0.667595411,CNN
0.02,0.972685677,0.940943397,0.956126303,0.693123787,0.820693391,0.745625229,0.925405417,0.710430086,CNN
0.03,0.970930613,0.950438979,0.960350298,0.720254524,0.807327883,0.757187934,0.931948889,0.722462744,CNN
0.04,0.969772373,0.956177821,0.96274839,0.740754607,0.798187728,0.76464484,0.935765502,0.730948734,CNN
0.05,0.969054965,0.960038619,0.964395352,0.754954829,0.792553925,0.770125467,0.938400875,0.737144253,CNN
0.06,0.968357803,0.964003583,0.966079741,0.770865121,0.786925047,0.776128762,0.941126909,0.744166792,CNN
0.07,0.967602895,0.965881953,0.966657403,0.778394407,0.781301093,0.777343553,0.942035753,0.745754296,CNN
0.08,0.967168623,0.968594635,0.967814838,0.791002554,0.777784891,0.782193084,0.943943688,0.751523707,CNN
0.09,0.966527994,0.970785722,0.968604952,0.800117961,0.772860238,0.784607357,0.945215919,0.754491306,CNN
0.1,0.966049736,0.971620468,0.968781718,0.804095529,0.769339112,0.784715394,0.945488316,0.754851467,CNN
0.11,0.965174489,0.97266431,0.968867314,0.808211973,0.763006008,0.78355969,0.945579391,0.753804665,CNN
0.12,0.964600233,0.973603114,0.969045413,0.81295369,0.758780656,0.783572893,0.945851705,0.75415314,CNN
0.13,0.964321252,0.974229092,0.969216803,0.816015457,0.75666798,0.783917597,0.946124267,0.754752066,CNN
0.14,0.96396535,0.975272498,0.969552497,0.821548033,0.753851078,0.784894537,0.946669557,0.75631454,CNN
0.15,0.963892082,0.97600286,0.96987664,0.825808732,0.753146853,0.786452398,0.947214681,0.758340116,CNN
0.16,0.963810854,0.976629056,0.970149475,0.828993732,0.752442628,0.78767874,0.947669144,0.759846145,CNN
0.17,0.963631313,0.977359419,0.970423841,0.832825846,0.751034177,0.788813924,0.948123441,0.761303802,CNN
0.18,0.963454114,0.977985506,0.970644971,0.836127232,0.749625726,0.789617633,0.948486995,0.762423511,CNN
0.19,0.963075631,0.978611375,0.970761964,0.83970541,0.74681375,0.789664662,0.948668483,0.762806051,CNN
0.2,0.962715255,0.979550397,0.971039595,0.845382339,0.743996848,0.790518408,0.949122533,0.764312909,CNN
0.21,0.962535876,0.980176484,0.97125865,0.849004939,0.742588398,0.791406664,0.949486004,0.765562174,CNN
0.22,0.962248876,0.980385035,0.971213891,0.850162769,0.740490495,0.790657008,0.949395178,0.764949204,CNN
0.23,0.962173773,0.981010904,0.971483203,0.854096561,0.73978627,0.791964109,0.949849476,0.766725255,CNN
0.24,0.96189258,0.981323839,0.971492562,0.855815883,0.737673594,0.791450397,0.949849476,0.766427728,CNN
0.25,0.961618974,0.981741267,0.971556848,0.858066101,0.735560918,0.79113706,0.949940467,0.76642673,CNN
0.26,0.961630193,0.98205431,0.971716993,0.859999011,0.735560918,0.792007993,0.950213112,0.767520288,CNN
0.27,0.961244271,0.982367354,0.971676229,0.861362082,0.732744017,0.791079512,0.950122203,0.766683383,CNN
0.28,0.960877485,0.982993332,0.971794416,0.865238517,0.72993204,0.791012122,0.950304021,0.767120949,CNN
0.29,0.960779796,0.982993332,0.971744382,0.865124573,0.729227814,0.790546458,0.950213195,0.766642295,CNN
0.3,0.960490846,0.983097716,0.971647887,0.86540085,0.727120063,0.789419303,0.950031542,0.765555672,CNN
0.31,0.960299539,0.983306484,0.971654129,0.866395168,0.725711612,0.789105704,0.950031542,0.765319156,CNN
0.32,0.960020534,0.983723912,0.971715884,0.868915534,0.723603861,0.788942597,0.950122533,0.765458344,CNN
0.33,0.959736729,0.983828187,0.971619458,0.869431828,0.721491185,0.787771625,0.94994088,0.764428893,CNN
0.34,0.95964633,0.984036956,0.971675787,0.870660105,0.72078696,0.787900508,0.950031707,0.764701569,CNN
0.35,0.959458643,0.984245615,0.971681529,0.871909925,0.719388358,0.787588108,0.950031789,0.76454959,CNN
0.36,0.959273866,0.984558659,0.971740406,0.873807929,0.717984832,0.787577748,0.950122698,0.7647661,CNN
0.37,0.958992913,0.984871702,0.971748893,0.875782494,0.715877081,0.787104412,0.950122781,0.764562571,CNN
0.38,0.958802101,0.984975977,0.971701224,0.8764789,0.714473555,0.786494636,0.950031954,0.764067782,CNN
0.39,0.958709256,0.985080253,0.971703583,0.87731676,0.713769329,0.786347741,0.950031954,0.76405729,CNN
0.4,0.958424,0.985184528,0.971606803,0.877820003,0.711661578,0.785201217,0.949850219,0.763034376,CNN
0.41,0.958241081,0.985497572,0.971665975,0.8797409,0.710253127,0.785163561,0.949941128,0.763247076,CNN
0.42,0.958061801,0.985915108,0.971777839,0.882448211,0.708844676,0.785444313,0.950122864,0.763878998,CNN
0.43,0.957972023,0.986019492,0.971781339,0.883154755,0.708140451,0.785220519,0.950122864,0.763801005,CNN
0.44,0.957886815,0.986228261,0.971838219,0.884529743,0.707436226,0.785279596,0.950213773,0.764092938,CNN
0.45,0.957905173,0.986645471,0.972049395,0.887804358,0.707436226,0.786502118,0.950577079,0.76578749,CNN
0.46,0.957617038,0.986645471,0.971900129,0.887533723,0.70532355,0.785018665,0.950304517,0.764340445,CNN
0.47,0.957519642,0.986645471,0.971850093,0.887428775,0.704619324,0.78454812,0.950213607,0.763862815,CNN
0.48,0.957430738,0.986749855,0.97185401,0.888082643,0.703915099,0.78429608,0.950213607,0.763757758,CNN
0.49,0.957235368,0.986749855,0.971753893,0.887852807,0.702506648,0.783361155,0.950031789,0.762798506,CNN
0.5,0.957150273,0.986958514,0.9718106,0.889273261,0.701802423,0.783421461,0.950122698,0.763103876,CNN
0.51,0.957061373,0.987167065,0.971866081,0.890756592,0.701098198,0.78357166,0.950213442,0.763463139,CNN
0.52,0.956873593,0.98727134,0.971818693,0.891601178,0.699694672,0.782926094,0.950122616,0.762998572,CNN
0.53,0.956877323,0.987375615,0.971871486,0.892356056,0.699694672,0.783238502,0.950213442,0.763405675,CNN
0.54,0.956787743,0.987584384,0.971926924,0.893841823,0.698990446,0.783401466,0.950304351,0.763770356,CNN
0.55,0.956307415,0.987688768,0.971730248,0.894095472,0.695469319,0.781319822,0.949940963,0.761781902,CNN
0.56,0.955922923,0.987688768,0.97153125,0.893707957,0.692657343,0.779344587,0.949577574,0.759846637,CNN
0.57,0.955738109,0.987688768,0.971433525,0.89351864,0.691248892,0.778198059,0.949395921,0.758817263,CNN
0.58,0.955553456,0.987793043,0.971387586,0.894113689,0.689840441,0.777446519,0.949305012,0.758236611,CNN
0.59,0.955266356,0.987897427,0.971290522,0.89458288,0.687727765,0.776330121,0.949123194,0.757213782,CNN
0.6,0.955178874,0.988105978,0.97134609,0.896133521,0.687028464,0.776469693,0.94921402,0.757591273,CNN
0.61,0.954893207,0.988210362,0.971249218,0.896653294,0.684915788,0.775338634,0.949032367,0.756578569,CNN
0.62,0.954608207,0.988314637,0.971152391,0.897180953,0.682803112,0.77419461,0.948850549,0.755563368,CNN
0.63,0.954423411,0.988523405,0.971157869,0.898679672,0.681399586,0.773872066,0.948850632,0.755482577,CNN
0.64,0.954326102,0.988523405,0.971107829,0.898588139,0.680695361,0.773403924,0.948759805,0.755009963,CNN
0.65,0.953949499,0.988732065,0.97101373,0.899922668,0.677883384,0.772094516,0.94857807,0.753970975,CNN
0.66,0.95357072,0.98883634,0.970866859,0.900678956,0.675066483,0.770448555,0.948305425,0.752562577,CNN
0.67,0.953579626,0.989044999,0.970972046,0.902399372,0.675066483,0.771081389,0.948487078,0.753443813,CNN
0.68,0.953487221,0.989149275,0.970975002,0.903070518,0.674362257,0.770905264,0.948486995,0.753373388,CNN
0.69,0.953116394,0.989462209,0.970933716,0.905294773,0.671550281,0.769892236,0.948396086,0.752776236,CNN
0.7,0.95294948,0.989879528,0.97104594,0.908786858,0.67014183,0.770035545,0.948577904,0.753586281,CNN
0.71,0.952857286,0.989983912,0.971048566,0.90959467,0.669437605,0.76987759,0.948577987,0.753563655,CNN
0.72,0.952771136,0.990192572,0.971104384,0.911175881,0.668733379,0.769990755,0.948668731,0.75393871,CNN
0.73,0.952588942,0.99040134,0.971110521,0.912676666,0.667324929,0.769617462,0.948668896,0.753837941,CNN
0.74,0.952493646,0.99040134,0.971060883,0.912608718,0.666620703,0.769114865,0.94857807,0.753359537,CNN
0.75,0.952416699,0.99081855,0.971222043,0.915876253,0.665916478,0.769850034,0.948850467,0.754601385,CNN
0.76,0.951864388,0.991235869,0.971133375,0.919597312,0.66169605,0.768128977,0.948668813,0.753699645,CNN
0.77,0.951672691,0.991235869,0.971034012,0.91939653,0.6602876,0.767134634,0.948487078,0.752727672,CNN
0.78,0.951587632,0.991444637,0.971089865,0.921090112,0.659583374,0.76724376,0.94857807,0.75313429,CNN
0.79,0.95121901,0.99175779,0.971048706,0.923464236,0.656766473,0.766200751,0.948487078,0.752568367,CNN
0.8,0.95085103,0.992070615,0.971008018,0.925702422,0.653949572,0.765129123,0.948396086,0.751951328,CNN
0.81,0.950287091,0.992174891,0.970763497,0.926175584,0.649734069,0.76234571,0.947941788,0.749494319,CNN
0.82,0.949553081,0.99259221,0.970578717,0.929303692,0.644105191,0.759359259,0.947578235,0.74740081,CNN
0.83,0.948828126,0.993009528,0.970395111,0.932968761,0.638471388,0.756217509,0.947214846,0.74539225,CNN
0.84,0.948464715,0.993218188,0.970303727,0.934506872,0.635654486,0.75463436,0.94703311,0.744299751,CNN
0.85,0.94819073,0.993322572,0.970209215,0.935206288,0.63354181,0.75326271,0.946851457,0.743241202,CNN
0.86,0.947446375,0.99353134,0.969919623,0.936333796,0.627908007,0.749665526,0.946306333,0.740198625,CNN
0.87,0.947172336,0.99374,0.969875841,0.938154437,0.625795331,0.748763944,0.946215589,0.739721713,CNN
0.88,0.946640034,0.994365978,0.969894486,0.943741564,0.621574904,0.747473225,0.946215672,0.739668492,CNN
0.89,0.946177807,0.994470362,0.969701004,0.944367646,0.618053777,0.745064087,0.9458522,0.737662305,CNN
0.9,0.94562643,0.99467913,0.969510151,0.94611599,0.613828425,0.742465985,0.945488812,0.735710692,CNN
0.91,0.944986189,0.994991956,0.969322058,0.948899459,0.608903772,0.739656643,0.945125423,0.733778435,CNN
0.92,0.944436944,0.994991956,0.969029721,0.948617901,0.60467842,0.736083811,0.944580464,0.730706167,CNN
0.93,0.943516072,0.995200616,0.968642601,0.950350166,0.597650941,0.731205158,0.943853604,0.72680025,CNN
0.94,0.942792784,0.995618152,0.968459083,0.954121114,0.592026987,0.728052482,0.943490381,0.724824116,CNN
0.95,0.941966165,0.995826703,0.968122272,0.955526358,0.585698808,0.723662754,0.942854265,0.721279551,CNN
0.96,0.940448798,0.996765725,0.96776179,0.964664091,0.573741751,0.716640351,0.942127487,0.717257603,CNN
0.97,0.938458314,0.997287319,0.966949398,0.969520433,0.558253718,0.705226076,0.940582859,0.708674311,CNN
0.98,0.935393107,0.997704746,0.965507919,0.97260197,0.534329755,0.68534162,0.937856742,0.69291562,CNN
0.99,0.930095528,0.998226558,0.962912312,0.97662519,0.492810007,0.649058296,0.932950128,0.664158797,CNN
0.01,0.996240188,0.397731523,0.542268013,0.208441552,0.985949966,0.34045141,0.473696061,0.277442815,LSTM
0.02,0.994328018,0.528446037,0.679028365,0.248131331,0.978208411,0.392066378,0.586530262,0.35027002,LSTM
0.03,0.992861642,0.610441026,0.750398471,0.281304304,0.969767556,0.432569436,0.656847246,0.398693581,LSTM
0.04,0.991261721,0.666879753,0.794245076,0.309064522,0.959913326,0.464614838,0.704725952,0.433646381,LSTM
0.05,0.990694157,0.702662285,0.82017388,0.330983505,0.954988673,0.488965681,0.735252663,0.459668475,LSTM
0.06,0.990217798,0.733855617,0.841628874,0.353700064,0.95077317,0.513242897,0.76187276,0.484918651,LSTM
0.07,0.989760025,0.75889355,0.858160086,0.374144242,0.946562592,0.534277359,0.783132854,0.506353409,LSTM
0.08,0.988830659,0.778299311,0.870319474,0.39171297,0.940234413,0.551149366,0.799214598,0.522577181,LSTM
0.09,0.988043045,0.796139311,0.88123337,0.409919659,0.934605535,0.568121126,0.814023532,0.538923246,LSTM
0.1,0.986461773,0.808867644,0.888434194,0.422742838,0.92475623,0.57853586,0.823835521,0.547555085,LSTM
0.11,0.985791467,0.820134491,0.894978726,0.436042583,0.919836502,0.589960801,0.833012055,0.558337704,LSTM
0.12,0.985499176,0.831819745,0.90182372,0.451750377,0.9170196,0.603659376,0.8428252,0.571841956,LSTM
0.13,0.985162964,0.8411046,0.90718934,0.464514167,0.914207623,0.614555789,0.850547684,0.58244513,LSTM
0.14,0.984800285,0.848720832,0.911486665,0.475871322,0.911390722,0.623859232,0.856817191,0.591399528,LSTM
0.15,0.984319009,0.855607137,0.915268394,0.486305535,0.907869595,0.632045398,0.862359178,0.599098433,LSTM
0.16,0.984101563,0.863119203,0.919489305,0.498656068,0.905756919,0.64202354,0.868628189,0.608944171,LSTM
0.17,0.983504351,0.868857718,0.922489399,0.508061491,0.901531567,0.648761453,0.87308034,0.61509421,LSTM
0.18,0.982794358,0.874595688,0.925412999,0.517849029,0.896606914,0.65544163,0.877441087,0.621085766,LSTM
0.19,0.982696046,0.881481558,0.929247986,0.530824836,0.895203388,0.665613438,0.883255966,0.631313308,LSTM
0.2,0.982220954,0.886071739,0.931572822,0.540032922,0.891687186,0.671682434,0.886799191,0.63705631,LSTM
0.21,0.981746056,0.890662899,0.933899422,0.549063454,0.888175909,0.67769384,0.890342499,0.642720226,LSTM
0.22,0.981143488,0.894732465,0.935866904,0.557193529,0.883960406,0.682691193,0.893341095,0.647224544,LSTM
0.23,0.980574472,0.899322864,0.938122331,0.566754284,0.879735054,0.688580252,0.896793659,0.652767537,LSTM
0.24,0.980440435,0.90339145,0.940271927,0.576574188,0.878331528,0.695302733,0.900155148,0.659625835,LSTM
0.25,0.980158703,0.906208189,0.941674542,0.583098884,0.876218852,0.699441928,0.90233548,0.663632579,LSTM
0.26,0.979688541,0.909755944,0.943365222,0.591648127,0.872697725,0.704351871,0.904970358,0.668366273,LSTM
0.27,0.979532268,0.912572574,0.944805696,0.598979966,0.871289274,0.70903188,0.907241433,0.673143802,LSTM
0.28,0.979272636,0.915702574,0.946358309,0.607298966,0.869176598,0.714087135,0.909694493,0.678245022,LSTM
0.29,0.979020568,0.91883203,0.947907016,0.615906482,0.867068847,0.719201065,0.912147387,0.68347422,LSTM
0.3,0.978424739,0.921127174,0.948850468,0.621360218,0.862848419,0.721469108,0.913600859,0.685425818,LSTM
0.31,0.977928467,0.923317826,0.949779793,0.627124724,0.859337142,0.724109728,0.915054413,0.687850721,LSTM
0.32,0.977668442,0.926134783,0.951151236,0.635107332,0.85722939,0.728727716,0.917235158,0.69256276,LSTM
0.33,0.977294347,0.928534421,0.952238636,0.642069363,0.854412489,0.732245906,0.918961275,0.696083805,LSTM
0.34,0.977125748,0.93041192,0.953143793,0.647935575,0.853004038,0.735487856,0.920414829,0.699474528,LSTM
0.35,0.976655962,0.932498623,0.954013572,0.653707552,0.849482911,0.737833993,0.921777558,0.701778292,LSTM
0.36,0.976094272,0.935210651,0.95516151,0.66183364,0.845257559,0.741292817,0.923594501,0.705266276,LSTM
0.37,0.975932223,0.937506014,0.956287988,0.669237503,0.843854033,0.745508371,0.925411692,0.709703327,LSTM
0.38,0.975357115,0.940010471,0.957313146,0.677295439,0.839633606,0.748799303,0.927047065,0.713017141,LSTM
0.39,0.97498857,0.941992463,0.958162147,0.683942463,0.836816704,0.751684068,0.928409875,0.716043654,LSTM
0.4,0.974645716,0.944705036,0.959403711,0.692995115,0.834004728,0.756063424,0.930408554,0.720740544,LSTM
0.41,0.973757642,0.94679163,0.960045175,0.69990311,0.827676549,0.757414662,0.931408059,0.721971151,LSTM
0.42,0.972798077,0.949504094,0.960973191,0.708612955,0.82063922,0.7595273,0.932861366,0.724091845,LSTM
0.43,0.97210183,0.950651666,0.961221714,0.712110197,0.815714567,0.759415298,0.933224754,0.72379915,LSTM
0.44,0.971647843,0.952947355,0.962171858,0.721089523,0.812198365,0.762922337,0.934769548,0.727703316,LSTM
0.45,0.970897265,0.9552425,0.962972881,0.729363682,0.806569487,0.765027131,0.936041285,0.730053391,LSTM
0.46,0.970334464,0.957015833,0.963596891,0.736221203,0.802349059,0.766851309,0.937040459,0.732141923,LSTM
0.47,0.969971143,0.958476449,0.96415831,0.742056467,0.799537083,0.768725048,0.937948807,0.734321426,LSTM
0.48,0.969330779,0.961189348,0.965218635,0.753255837,0.794617354,0.772569779,0.939675089,0.73873138,LSTM
0.49,0.96917459,0.962649855,0.965877349,0.759903506,0.793208904,0.775383462,0.940765337,0.742067603,LSTM
0.5,0.968117378,0.964527899,0.966294931,0.767520138,0.785472274,0.775531881,0.941401123,0.74248696,LSTM
0.51,0.967227092,0.965467138,0.966325235,0.770871831,0.77914902,0.774225021,0.941401206,0.741085573,LSTM
0.52,0.966767369,0.96682337,0.966774699,0.777085239,0.775637743,0.775592689,0.942128231,0.742888761,LSTM
0.53,0.966301706,0.968075109,0.967170312,0.782645948,0.77212154,0.776689005,0.942763934,0.744328428,LSTM
0.54,0.965556939,0.96995337,0.967734109,0.79168965,0.766502512,0.778261533,0.943672694,0.746556587,LSTM
0.55,0.965284473,0.97078779,0.968013427,0.795723121,0.76439476,0.779150753,0.944126744,0.747773904,LSTM
0.56,0.96483255,0.972039311,0.968405233,0.802218763,0.760878558,0.780291065,0.94476253,0.749537684,LSTM
0.57,0.964477855,0.973395543,0.968897998,0.809822761,0.758071506,0.782313558,0.945580381,0.75229961,LSTM
0.58,0.964411058,0.974334456,0.969330389,0.815032041,0.757367281,0.784400523,0.946307241,0.754928255,LSTM
0.59,0.963942736,0.975377862,0.969611671,0.820641983,0.753856003,0.785171754,0.946761704,0.756164715,LSTM
0.6,0.963187808,0.976317101,0.969691407,0.825305587,0.74823205,0.784118644,0.946852778,0.755568146,LSTM
0.61,0.962607118,0.976734638,0.969603594,0.82701015,0.744011622,0.782585418,0.94667096,0.754129304,LSTM
0.62,0.961844678,0.977569384,0.969628899,0.8310598,0.738382744,0.781296529,0.94667063,0.753194124,LSTM
0.63,0.961593231,0.978716848,0.97006512,0.837906638,0.736274993,0.783106068,0.947397407,0.755806653,LSTM
0.64,0.961141764,0.979864529,0.970400689,0.844466192,0.732753866,0.784041713,0.947942614,0.75746115,LSTM
0.65,0.960290618,0.98080366,0.970428484,0.849385391,0.726435536,0.782586437,0.947942779,0.756529881,LSTM
0.66,0.959636355,0.98153424,0.970451306,0.853319308,0.721505959,0.781341529,0.947942862,0.755795144,LSTM
0.67,0.959189941,0.982577319,0.970732352,0.85985469,0.718004531,0.781977271,0.94839716,0.757283137,LSTM
0.68,0.958628131,0.983099022,0.970697346,0.862954968,0.713784103,0.780642786,0.948306168,0.756414481,LSTM
0.69,0.957898753,0.984351088,0.970931642,0.871341156,0.708155225,0.780562519,0.948669557,0.757506724,LSTM
0.7,0.957167262,0.985394276,0.971061297,0.878265352,0.702536196,0.779781893,0.948851292,0.757775182,LSTM
0.71,0.956600861,0.985811377,0.970973461,0.880593146,0.698315769,0.778144375,0.948669391,0.756495791,LSTM
0.72,0.956047822,0.986437029,0.970991485,0.884729681,0.694090417,0.777070822,0.948669226,0.756097373,LSTM
0.73,0.955590778,0.987063116,0.971058938,0.889043123,0.690574215,0.77650919,0.948759888,0.756216717,LSTM
0.74,0.955221313,0.987376268,0.971019423,0.890889618,0.687762238,0.775404064,0.948668979,0.755470657,LSTM
0.75,0.954464131,0.987793587,0.970832475,0.892980379,0.682138284,0.772761581,0.948305507,0.75320791,LSTM
0.76,0.95354161,0.988628007,0.97075827,0.898359818,0.675100955,0.770231586,0.948123772,0.751689039,LSTM
0.77,0.95337383,0.989149819,0.970922523,0.90242818,0.673692505,0.770780727,0.948396416,0.752895543,LSTM
0.78,0.95243395,0.989567138,0.970636224,0.904889431,0.666665025,0.767064927,0.947851292,0.749805178,LSTM
0.79,0.95179932,0.990193334,0.970605424,0.909730569,0.661740372,0.765330695,0.947760383,0.749100127,LSTM
0.8,0.951266786,0.99102808,0.970728062,0.91672732,0.65751502,0.764813193,0.947942119,0.749889026,LSTM
0.81,0.950914175,0.991654059,0.970844932,0.921839429,0.654703043,0.764688712,0.948123854,0.75067968,LSTM
0.82,0.949885884,0.992175762,0.9705614,0.925339044,0.646971339,0.76078385,0.947578895,0.747624479,LSTM
0.83,0.949259718,0.992905797,0.970583767,0.93108153,0.642041761,0.759284735,0.947578648,0.747338484,LSTM
0.84,0.948615154,0.993323225,0.970447029,0.934297423,0.637117108,0.756964356,0.947306003,0.745800525,LSTM
0.85,0.947518388,0.993949203,0.970169122,0.939643113,0.628676253,0.752503006,0.946760713,0.742862741,LSTM
0.86,0.946882922,0.994366522,0.970033823,0.943204699,0.623746676,0.749998868,0.946488069,0.741345259,LSTM
0.87,0.946332448,0.994575182,0.969843117,0.945007958,0.619536098,0.747391947,0.946124763,0.739407826,LSTM
0.88,0.945237304,0.994992609,0.969464095,0.948125061,0.611090318,0.741966138,0.94539782,0.735302058,LSTM
0.89,0.943888365,0.996036124,0.969248425,0.958114469,0.600551561,0.737046051,0.944943605,0.733002081,LSTM
0.9,0.942870367,0.996244784,0.968811445,0.959651741,0.592810007,0.731721471,0.944126001,0.728608553,LSTM
0.91,0.941674849,0.996453334,0.968277924,0.961235699,0.583674776,0.725108976,0.943126414,0.723199497,LSTM
0.92,0.940407213,0.996974819,0.967852753,0.966345024,0.57383532,0.718810946,0.942308562,0.718861435,LSTM
0.93,0.938766594,0.997183479,0.967078528,0.967978465,0.561169113,0.708873419,0.940854678,0.710809492,LSTM
0.94,0.937119301,0.997392138,0.966302642,0.969592922,0.54851768,0.699099198,0.939401123,0.702821281,LSTM
0.95,0.935321575,0.997809566,0.965538651,0.973785837,0.534457796,0.688181599,0.937947155,0.694686643,LSTM
0.96,0.933422341,0.998122501,0.964672404,0.976971645,0.519703536,0.676537802,0.93631203,0.685661,LSTM
0.97,0.930235335,0.998226776,0.963020792,0.977191499,0.495080272,0.655718828,0.933223186,0.668317545,LSTM
0.98,0.925161235,0.998435326,0.960380498,0.978518406,0.455008372,0.618113856,0.928225497,0.638518393,LSTM
0.99,0.91735304,0.998956812,0.956384413,0.983414412,0.392406185,0.5557161,0.920594005,0.590664855,LSTM
0.01,0.9760881,0.956081165,0.965632449,0.760793726,0.840303359,0.791047434,0.941131368,0.763673269,SBERT
0.02,0.97467797,0.959835946,0.966961581,0.770188007,0.830468827,0.793283973,0.943129469,0.765329512,SBERT
0.03,0.974405111,0.962130873,0.968042444,0.777547982,0.828356151,0.797062234,0.944855421,0.76929772,SBERT
0.04,0.974008928,0.963591163,0.968615981,0.782275096,0.825549099,0.798838968,0.945763934,0.771038155,SBERT
0.05,0.973923064,0.964634242,0.969118236,0.786043337,0.824844873,0.800862608,0.94658129,0.77320015,SBERT
0.06,0.973657899,0.966198807,0.969789947,0.792221711,0.822732197,0.803336179,0.947671456,0.776015722,SBERT
0.07,0.973265296,0.966824785,0.969914464,0.794429042,0.819915296,0.803212306,0.947853026,0.775884292,SBERT
