Threshold,precision_0,recall_0,f-score_0,Precision,Recall,F1.Score,accuracy,MCC,Algorithm
0.08,0.973167689,0.967137611,0.97002949,0.795434953,0.819215995,0.803532523,0.948034679,0.776197573,SBERT
0.09,0.972984137,0.967972031,0.970361765,0.79913296,0.817817394,0.804852902,0.948579638,0.777727259,SBERT
0.1,0.972786506,0.96818069,0.970370917,0.799671272,0.816408943,0.804488424,0.948579721,0.777318597,SBERT
0.11,0.972687927,0.96818069,0.970320732,0.799548691,0.815704718,0.804035044,0.948488894,0.776841453,SBERT
0.12,0.972388603,0.9685979,0.970388329,0.800789279,0.813592042,0.803788401,0.948579721,0.776523101,SBERT
0.13,0.972195266,0.96901511,0.970506095,0.802272153,0.812188516,0.80395498,0.948761291,0.776713856,SBERT
0.14,0.971989144,0.969327936,0.970567539,0.80330913,0.810780065,0.803970141,0.948852035,0.776646108,SBERT
0.15,0.971595852,0.969745255,0.970580629,0.805026929,0.807977938,0.803400901,0.9488522,0.776102021,SBERT
0.16,0.971608045,0.970266958,0.970851682,0.807479367,0.807977938,0.804742338,0.949306333,0.777633203,SBERT
0.17,0.971299736,0.970475508,0.970808323,0.807868996,0.805865261,0.804054232,0.949215507,0.776778502,SBERT
0.18,0.97120481,0.970892827,0.970975222,0.809565544,0.805165961,0.804707086,0.949488069,0.777488753,SBERT
0.19,0.971110118,0.971101487,0.971034048,0.810352521,0.804461735,0.80477855,0.949578978,0.777595167,SBERT
0.2,0.971015566,0.971205762,0.971038097,0.810740399,0.80375751,0.804582462,0.949578978,0.777428045,SBERT
0.21,0.970923438,0.971622863,0.971206541,0.812325034,0.803053285,0.805165802,0.949851375,0.778076003,SBERT
0.22,0.97092525,0.971727247,0.971260645,0.812814165,0.803053285,0.805441193,0.949942284,0.778384015,SBERT
0.23,0.970828159,0.971831522,0.971263508,0.813299536,0.802349059,0.805300282,0.949942201,0.77826687,SBERT
0.24,0.970836343,0.972248732,0.971480885,0.815166284,0.802349059,0.806363419,0.950305507,0.779455557,SBERT
0.25,0.970840233,0.972457283,0.971589716,0.816073561,0.802349059,0.806890495,0.95048716,0.780039603,SBERT
0.26,0.970632694,0.972561667,0.971541504,0.816271391,0.800940609,0.80639023,0.950396416,0.779418182,SBERT
0.27,0.970641071,0.972874711,0.971701692,0.818103453,0.800940609,0.807271852,0.950668896,0.780481729,SBERT
0.28,0.97034038,0.973187537,0.971711438,0.819160496,0.798837782,0.80686451,0.950668813,0.780003903,SBERT
0.29,0.9701396,0.973187537,0.971610184,0.818935781,0.797434256,0.806009132,0.950487078,0.779074292,SBERT
0.3,0.9701396,0.973187537,0.971610184,0.818935781,0.797434256,0.806009132,0.950487078,0.779074292,SBERT
0.31,0.970144262,0.973396196,0.971717924,0.819987978,0.797434256,0.806568327,0.950668731,0.779718157,SBERT
0.32,0.970152724,0.973709131,0.97187962,0.821581157,0.797434256,0.807395732,0.95094121,0.780685799,SBERT
0.33,0.970152724,0.973709131,0.97187962,0.821581157,0.797434256,0.807395732,0.95094121,0.780685799,SBERT
0.34,0.97016119,0.974126558,0.972095054,0.823676007,0.797434256,0.808521884,0.951304682,0.781972768,SBERT
0.35,0.97016495,0.974230943,0.972148067,0.824394067,0.797434256,0.808827218,0.951395591,0.782365991,SBERT
0.36,0.969973904,0.974648044,0.97226121,0.826460288,0.796025805,0.809124801,0.951577244,0.782794347,SBERT
0.37,0.969973904,0.974648044,0.97226121,0.826460288,0.796025805,0.809124801,0.951577244,0.782794347,SBERT
0.38,0.969976136,0.974752319,0.972315136,0.826971389,0.796025805,0.809402351,0.95166807,0.783110635,SBERT
0.39,0.969976136,0.974752319,0.972315136,0.826971389,0.796025805,0.809402351,0.95166807,0.783110635,SBERT
0.4,0.969976136,0.974752319,0.972315136,0.826971389,0.796025805,0.809402351,0.95166807,0.783110635,SBERT
0.41,0.969984025,0.975065363,0.972475443,0.828770531,0.796025805,0.810285628,0.951940715,0.78416424,SBERT
0.42,0.969990055,0.975273913,0.972583324,0.829822726,0.796025805,0.810831322,0.952122368,0.78480431,SBERT
0.43,0.969990055,0.975273913,0.972583324,0.829822726,0.796025805,0.810831322,0.952122368,0.78480431,SBERT
0.44,0.969990055,0.975273913,0.972583324,0.829822726,0.796025805,0.810831322,0.952122368,0.78480431,SBERT
0.45,0.969991956,0.975378297,0.972637142,0.830346396,0.796025805,0.811115697,0.952213277,0.785126989,SBERT
0.46,0.96989759,0.975691341,0.972746756,0.831962387,0.79532158,0.811580036,0.95239493,0.785695048,SBERT
0.47,0.969804568,0.976004276,0.97285736,0.833470861,0.794617354,0.812002867,0.952576583,0.786214129,SBERT
0.48,0.969601363,0.976004276,0.972755812,0.833217629,0.793218753,0.811177385,0.95239493,0.785286648,SBERT
0.49,0.969611781,0.976421485,0.972970813,0.835390836,0.793218753,0.812304698,0.952758319,0.786601052,SBERT
0.5,0.969410955,0.976630145,0.972975065,0.836394614,0.791810302,0.812111414,0.952758236,0.78640556,SBERT
0.51,0.969312859,0.976630145,0.972924873,0.836296575,0.791106077,0.811655154,0.95266741,0.785935139,SBERT
0.52,0.969316737,0.97673442,0.972978715,0.836857243,0.791106077,0.811926531,0.952758236,0.786266414,SBERT
0.53,0.969216959,0.976838695,0.97298139,0.837293556,0.790401852,0.811808377,0.952758236,0.786140217,SBERT
0.54,0.969119463,0.97694308,0.972984595,0.837729237,0.789697626,0.811658439,0.952758236,0.786003426,SBERT
0.55,0.969023098,0.977151739,0.973040348,0.838839596,0.788998326,0.811845311,0.952849063,0.786258302,SBERT
0.56,0.969033122,0.97756884,0.973254124,0.841167794,0.788998326,0.813017422,0.953212369,0.787638766,SBERT
0.57,0.969035615,0.977673115,0.973307428,0.841770631,0.788998326,0.813315645,0.953303195,0.787992437,SBERT
0.58,0.96903819,0.9777775,0.973360511,0.842418779,0.788998326,0.813622496,0.953394022,0.788363795,SBERT
0.59,0.96903819,0.9777775,0.973360511,0.842418779,0.788998326,0.813622496,0.953394022,0.788363795,SBERT
0.6,0.968938433,0.9777775,0.973310347,0.842252399,0.7882941,0.813176402,0.953303195,0.787874844,SBERT
0.61,0.968638073,0.977881884,0.973211045,0.842593791,0.786181424,0.812234742,0.953121542,0.786871145,SBERT
0.62,0.968542688,0.977986159,0.973214263,0.843080242,0.785477199,0.812070928,0.953121542,0.786746828,SBERT
0.63,0.968542688,0.977986159,0.973214263,0.843080242,0.785477199,0.812070928,0.953121542,0.786746828,SBERT
0.64,0.968545981,0.978090543,0.973268287,0.843606754,0.785477199,0.812340586,0.953212369,0.787066121,SBERT
0.65,0.968144371,0.978194818,0.973118561,0.843762882,0.782665222,0.810965908,0.952939807,0.785572691,SBERT
0.66,0.967948236,0.978299094,0.973070695,0.844202087,0.781261696,0.810395572,0.952848898,0.785012582,SBERT
0.67,0.967753846,0.978507862,0.973076373,0.845211565,0.779853245,0.81012678,0.95284898,0.78479511,SBERT
0.68,0.967654395,0.978507862,0.973026259,0.845045727,0.77914902,0.809676824,0.952758154,0.784305122,SBERT
0.69,0.967661733,0.978716521,0.973133897,0.846170463,0.77914902,0.810224291,0.952939807,0.784970193,SBERT
0.7,0.967566867,0.978925072,0.973189401,0.847365749,0.778444795,0.810411384,0.953030633,0.785251532,SBERT
0.71,0.967569952,0.979029347,0.973242532,0.848019231,0.778444795,0.810713515,0.95312146,0.785623053,SBERT
0.72,0.967573225,0.979133731,0.973296387,0.848567988,0.778444795,0.81098885,0.953212286,0.785951591,SBERT
0.73,0.967581319,0.979342282,0.973403672,0.849761812,0.778444795,0.811542962,0.953393939,0.786641599,SBERT
0.74,0.967583422,0.979446666,0.973457319,0.850312147,0.778444795,0.811832469,0.953484848,0.786974973,SBERT
0.75,0.967590722,0.979655326,0.973564677,0.85147932,0.778444795,0.812389848,0.953666502,0.787657176,SBERT
0.76,0.967296683,0.979863985,0.973519963,0.852352434,0.776337043,0.811676391,0.953575675,0.78696201,SBERT
0.77,0.967204543,0.980072536,0.973575818,0.853588323,0.775637743,0.811835249,0.953666502,0.787248618,SBERT
0.78,0.966904023,0.980072536,0.973424181,0.853240218,0.773529991,0.810547582,0.953394022,0.785848955,SBERT
0.79,0.966805266,0.980072536,0.97337411,0.853088812,0.772825766,0.810091111,0.953303195,0.785361565,SBERT
0.8,0.966808438,0.980176811,0.973427129,0.853767107,0.772825766,0.810397248,0.953394022,0.785742395,SBERT
0.81,0.966709244,0.980176811,0.973376682,0.85366552,0.77212154,0.809955635,0.953303113,0.785275846,SBERT
0.82,0.966620056,0.980489746,0.973486553,0.855409738,0.771417315,0.81038345,0.953484848,0.78587423,SBERT
0.83,0.966421679,0.980489746,0.973385987,0.855153892,0.770013789,0.809489687,0.953303113,0.784921971,SBERT
0.84,0.96642961,0.980698296,0.97349217,0.856555617,0.770013789,0.810087034,0.953484766,0.785692793,SBERT
0.85,0.966235703,0.980802571,0.973444762,0.857003401,0.768605338,0.809487345,0.953393939,0.785124228,SBERT
0.86,0.96604947,0.981115724,0.973505268,0.858553314,0.767196888,0.809424244,0.953484766,0.785209838,SBERT
0.87,0.965860414,0.981428767,0.973563708,0.860345854,0.765793362,0.809456167,0.953575592,0.785407286,SBERT
0.88,0.965472998,0.981637536,0.973469392,0.861190781,0.76297646,0.808230292,0.953393857,0.784243975,SBERT
0.89,0.965194331,0.982159239,0.973585186,0.864085411,0.760863784,0.808346675,0.953575758,0.784655841,SBERT
0.9,0.965110125,0.982576557,0.973747336,0.866725396,0.760159559,0.809098889,0.953848237,0.785710888,SBERT
0.91,0.964828527,0.982993876,0.973808569,0.869237244,0.758046883,0.808964251,0.953939064,0.785854611,SBERT
0.92,0.964450462,0.983515362,0.973871338,0.872533327,0.755234906,0.80874261,0.95402989,0.785995778,SBERT
0.93,0.964158503,0.983932572,0.973929955,0.875095781,0.75312223,0.808760688,0.954120469,0.786206378,SBERT
0.94,0.964065203,0.984036956,0.973933421,0.875636214,0.752418005,0.808574845,0.954120469,0.786091496,SBERT
0.95,0.963290719,0.984349999,0.973691365,0.876867356,0.746784202,0.805809469,0.953666254,0.78345085,SBERT
0.96,0.96270841,0.984663043,0.973547278,0.878596948,0.742563774,0.804078012,0.953393609,0.781889981,SBERT
0.97,0.962040676,0.985080253,0.973408576,0.880828752,0.737644046,0.802038758,0.95312113,0.780161585,SBERT
0.98,0.96127812,0.985601738,0.973271278,0.88399981,0.732029942,0.799906208,0.95284865,0.778476441,SBERT
0.99,0.959844204,0.98654076,0.972993526,0.889684269,0.721476411,0.7958126,0.952303361,0.775168447,SBERT
0.01,0.967819117,0.955553475,0.961536633,0.734288668,0.785496897,0.755641002,0.933583437,0.720175989,ALBERT
0.02,0.967024212,0.959726881,0.963281089,0.749894327,0.779168719,0.761637002,0.93640005,0.726935715,ALBERT
0.03,0.96616932,0.961605143,0.963812289,0.7566641,0.772835615,0.762310882,0.937217819,0.727807514,ALBERT
0.04,0.965903873,0.962648875,0.964210782,0.76053692,0.770732788,0.763429833,0.937854347,0.729156041,ALBERT
0.05,0.965826568,0.963378802,0.964541917,0.763736583,0.770028563,0.764786258,0.938399306,0.730763658,ALBERT
0.06,0.965431518,0.963796339,0.964560554,0.764660265,0.767216586,0.764050192,0.938399389,0.7298991,ALBERT
0.07,0.964952474,0.964318151,0.96458271,0.766215275,0.763705309,0.76305565,0.938399472,0.728933643,ALBERT
0.08,0.964869303,0.964839745,0.964805422,0.76838355,0.763001083,0.763873833,0.938762695,0.729912067,ALBERT
0.09,0.964878656,0.965152679,0.964968137,0.769881844,0.763001083,0.764667949,0.939035175,0.73083717,ALBERT
0.1,0.964494027,0.965778767,0.965092256,0.77221328,0.760184182,0.764518389,0.93921691,0.730745439,ALBERT
0.11,0.964523407,0.966613513,0.96552589,0.776359532,0.760184182,0.766619283,0.939943688,0.733258178,ALBERT
0.12,0.96433313,0.966926448,0.965589311,0.777381588,0.758780656,0.766490673,0.940034514,0.733149393,ALBERT
0.13,0.964244242,0.967239491,0.965702397,0.778659947,0.758076431,0.766808359,0.940216085,0.73355876,ALBERT
0.14,0.964253593,0.96744826,0.965811352,0.779655923,0.758076431,0.767302815,0.940397903,0.734164603,ALBERT
0.15,0.964051382,0.96744826,0.965710459,0.779334797,0.756672905,0.766448081,0.94021625,0.733203799,ALBERT
0.16,0.963754559,0.967552644,0.965614073,0.779338413,0.754560229,0.765376167,0.940034432,0.732046205,ALBERT
0.17,0.963754559,0.967552644,0.965614073,0.779338413,0.754560229,0.765376167,0.940034432,0.732046205,ALBERT
0.18,0.96375836,0.967657028,0.965668087,0.77987782,0.754560229,0.765643032,0.940125258,0.732369018,ALBERT
