Fold,precision_0,recall_0,f-score_0,precision_1,recall_1,f-score_1,accuracy,mcc,threshold
1,0.9718004338394793,0.9343065693430657,0.9526847421584264,0.6480446927374302,0.8169014084507042,0.7227414330218068,0.9191643960036331,0.6823727750146276,0.01
1,0.9679144385026738,0.9436913451511991,0.9556494192185849,0.6746987951807228,0.7887323943661971,0.7272727272727272,0.9237057220708447,0.6860504264831849,0.02
1,0.967982924226254,0.9457768508863399,0.9567510548523206,0.6829268292682927,0.7887323943661971,0.7320261437908497,0.9255222524977293,0.691447200997151,0.03
1,0.9671261930010604,0.9509906152241918,0.9589905362776024,0.7025316455696202,0.7816901408450704,0.74,0.9291553133514986,0.7004608564878371,0.04
1,0.9662802950474183,0.9562043795620438,0.9612159329140462,0.7236842105263158,0.7746478873239436,0.7482993197278911,0.932788374205268,0.710114161927104,0.05
1,0.9663512092534174,0.9582898852971846,0.962303664921466,0.7333333333333333,0.7746478873239436,0.7534246575342466,0.9346049046321526,0.7161181677495455,0.060000000000000005
1,0.965553235908142,0.9645464025026069,0.9650495565988524,0.7622377622377622,0.7676056338028169,0.7649122807017543,0.9391462306993642,0.7299682604725226,0.06999999999999999
1,0.9656607700312175,0.9676746611053181,0.9666666666666667,0.7785714285714286,0.7676056338028169,0.7730496453900709,0.9418710263396912,0.7397427055866677,0.08
1,0.9656607700312175,0.9676746611053181,0.9666666666666667,0.7785714285714286,0.7676056338028169,0.7730496453900709,0.9418710263396912,0.7397427055866677,0.09
1,0.9646569646569647,0.9676746611053181,0.9661634565330557,0.7769784172661871,0.7605633802816901,0.7686832740213524,0.9409627611262489,0.7349061830975583,0.09999999999999999
1,0.9646936656282451,0.9687174139728885,0.9667013527575442,0.782608695652174,0.7605633802816901,0.7714285714285714,0.9418710263396912,0.7382365878110526,0.11
1,0.9646936656282451,0.9687174139728885,0.9667013527575442,0.782608695652174,0.7605633802816901,0.7714285714285714,0.9418710263396912,0.7382365878110526,0.12
1,0.9647668393782384,0.9708029197080292,0.9677754677754679,0.7941176470588235,0.7605633802816901,0.7769784172661871,0.9436875567665758,0.7449983482968753,0.13
1,0.9648397104446742,0.97288842544317,0.9688473520249221,0.8059701492537313,0.7605633802816901,0.782608695652174,0.9455040871934605,0.7518988518852264,0.14
1,0.9648760330578512,0.9739311783107404,0.9693824597820446,0.8120300751879699,0.7605633802816901,0.7854545454545454,0.9464123524069028,0.7554027462511488,0.15000000000000002
1,0.9639546858908342,0.9760166840458812,0.9699481865284975,0.823076923076923,0.7535211267605634,0.786764705882353,0.9473206176203451,0.7577396103159788,0.16
1,0.9639917695473251,0.9770594369134515,0.9704816157431382,0.8294573643410853,0.7535211267605634,0.7896678966789668,0.9482288828337875,0.7613662164049925,0.17
1,0.9639917695473251,0.9770594369134515,0.9704816157431382,0.8294573643410853,0.7535211267605634,0.7896678966789668,0.9482288828337875,0.7613662164049925,0.18000000000000002
1,0.9620512820512821,0.9781021897810219,0.970010341261634,0.8333333333333334,0.7394366197183099,0.7835820895522388,0.9473206176203451,0.7554596812650962,0.19
1,0.9620901639344263,0.9791449426485923,0.9705426356589147,0.84,0.7394366197183099,0.7865168539325842,0.9482288828337875,0.7591885162192094,0.2
1,0.9620901639344263,0.9791449426485923,0.9705426356589147,0.84,0.7394366197183099,0.7865168539325842,0.9482288828337875,0.7591885162192094,0.21000000000000002
1,0.9620901639344263,0.9791449426485923,0.9705426356589147,0.84,0.7394366197183099,0.7865168539325842,0.9482288828337875,0.7591885162192094,0.22
1,0.9621676891615542,0.9812304483837331,0.9716055756324212,0.8536585365853658,0.7394366197183099,0.7924528301886793,0.9500454132606722,0.7667718658048092,0.23
1,0.9612244897959183,0.9822732012513035,0.9716348633316142,0.859504132231405,0.7323943661971831,0.7908745247148289,0.9500454132606722,0.7658643011915462,0.24000000000000002
1,0.9612244897959183,0.9822732012513035,0.9716348633316142,0.859504132231405,0.7323943661971831,0.7908745247148289,0.9500454132606722,0.7658643011915462,0.25
1,0.960285132382892,0.9833159541188738,0.9716640906749098,0.865546218487395,0.7253521126760564,0.789272030651341,0.9500454132606722,0.7650100044573874,0.26
1,0.960285132382892,0.9833159541188738,0.9716640906749098,0.865546218487395,0.7253521126760564,0.789272030651341,0.9500454132606722,0.7650100044573874,0.27
1,0.960285132382892,0.9833159541188738,0.9716640906749098,0.865546218487395,0.7253521126760564,0.789272030651341,0.9500454132606722,0.7650100044573874,0.28
1,0.960325534079349,0.9843587069864442,0.9721936148300722,0.8728813559322034,0.7253521126760564,0.7923076923076923,0.9509536784741145,0.7689837090982758,0.29000000000000004
1,0.9604060913705583,0.986444212721585,0.9732510288065843,0.8879310344827587,0.7253521126760564,0.7984496124031009,0.9527702089009991,0.7770735157504646,0.3
1,0.9594320486815415,0.986444212721585,0.972750642673522,0.8869565217391304,0.7183098591549296,0.7937743190661479,0.9518619436875567,0.772331399979122,0.31
1,0.9594320486815415,0.986444212721585,0.972750642673522,0.8869565217391304,0.7183098591549296,0.7937743190661479,0.9518619436875567,0.772331399979122,0.32
1,0.9594731509625126,0.9874869655891554,0.9732785200411099,0.8947368421052632,0.7183098591549296,0.796875,0.9527702089009991,0.7764655180830009,0.33
1,0.9594731509625126,0.9874869655891554,0.9732785200411099,0.8947368421052632,0.7183098591549296,0.796875,0.9527702089009991,0.7764655180830009,0.34
1,0.9594731509625126,0.9874869655891554,0.9732785200411099,0.8947368421052632,0.7183098591549296,0.796875,0.9527702089009991,0.7764655180830009,0.35000000000000003
